T14,Gross domestic product and gross domestic product per capita,,,,,
586,Pakistan,2005,GDP per capita (US dollars),734,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2010,GDP per capita (US dollars),973,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2015,GDP per capita (US dollars),"1,339",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2018,GDP per capita (US dollars),"1,339",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2019,GDP per capita (US dollars),"1,169",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2020,GDP per capita (US dollars),"1,167",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,1995,GDP in constant 2010 prices (millions of US dollars),"123,848",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2005,GDP in constant 2010 prices (millions of US dollars),"185,487",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2010,GDP in constant 2010 prices (millions of US dollars),"219,392",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2015,GDP in constant 2010 prices (millions of US dollars),"267,035",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2018,GDP in constant 2010 prices (millions of US dollars),"314,805",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2019,GDP in constant 2010 prices (millions of US dollars),"317,918",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2020,GDP in constant 2010 prices (millions of US dollars),"319,589",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,1995,GDP real rates of growth (percent),5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2005,GDP real rates of growth (percent),7.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2010,GDP real rates of growth (percent),1.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2015,GDP real rates of growth (percent),4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2018,GDP real rates of growth (percent),5.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2019,GDP real rates of growth (percent),1.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
586,Pakistan,2020,GDP real rates of growth (percent),0.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,1995,GDP in current prices (millions of US dollars),110,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2005,GDP in current prices (millions of US dollars),185,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2010,GDP in current prices (millions of US dollars),184,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2015,GDP in current prices (millions of US dollars),279,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2018,GDP in current prices (millions of US dollars),285,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2019,GDP in current prices (millions of US dollars),280,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2020,GDP in current prices (millions of US dollars),264,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,1995,GDP per capita (US dollars),"6,432",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2005,GDP per capita (US dollars),"9,339",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2010,GDP per capita (US dollars),"10,231",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2015,GDP per capita (US dollars),"15,784",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2018,GDP per capita (US dollars),"15,934",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2019,GDP per capita (US dollars),"15,572",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2020,GDP per capita (US dollars),"14,567",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,1995,GDP in constant 2010 prices (millions of US dollars),229,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2005,GDP in constant 2010 prices (millions of US dollars),267,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2010,GDP in constant 2010 prices (millions of US dollars),239,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2015,GDP in constant 2010 prices (millions of US dollars),279,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2018,GDP in constant 2010 prices (millions of US dollars),288,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2019,GDP in constant 2010 prices (millions of US dollars),283,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2020,GDP in constant 2010 prices (millions of US dollars),255,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,1995,GDP real rates of growth (percent),16.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2005,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2010,GDP real rates of growth (percent),0.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2015,GDP real rates of growth (percent),5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2018,GDP real rates of growth (percent),5.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2019,GDP real rates of growth (percent),-1.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
585,Palau,2020,GDP real rates of growth (percent),-9.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,1995,GDP in current prices (millions of US dollars),"9,188",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2005,GDP in current prices (millions of US dollars),"15,714",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2010,GDP in current prices (millions of US dollars),"29,440",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2015,GDP in current prices (millions of US dollars),"54,092",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2018,GDP in current prices (millions of US dollars),"64,928",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2019,GDP in current prices (millions of US dollars),"66,788",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2020,GDP in current prices (millions of US dollars),"52,938",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,1995,GDP per capita (US dollars),"3,354",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2005,GDP per capita (US dollars),"4,719",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2010,GDP per capita (US dollars),"8,082",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2015,GDP per capita (US dollars),"13,630",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2018,GDP per capita (US dollars),"15,545",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2019,GDP per capita (US dollars),"15,728",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2020,GDP per capita (US dollars),"12,269",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,1995,GDP in constant 2010 prices (millions of US dollars),"16,806",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2005,GDP in constant 2010 prices (millions of US dollars),"26,026",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2010,GDP in constant 2010 prices (millions of US dollars),"37,273",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2015,GDP in constant 2010 prices (millions of US dollars),"54,092",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2018,GDP in constant 2010 prices (millions of US dollars),"62,102",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2019,GDP in constant 2010 prices (millions of US dollars),"63,990",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2020,GDP in constant 2010 prices (millions of US dollars),"52,504",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,1995,GDP real rates of growth (percent),1.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2005,GDP real rates of growth (percent),7.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2010,GDP real rates of growth (percent),5.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2015,GDP real rates of growth (percent),5.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2018,GDP real rates of growth (percent),3.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2019,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
591,Panama,2020,GDP real rates of growth (percent),-17.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,1995,GDP in current prices (millions of US dollars),"7,316",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2005,GDP in current prices (millions of US dollars),"7,355",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2010,GDP in current prices (millions of US dollars),"14,251",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2015,GDP in current prices (millions of US dollars),"21,723",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2018,GDP in current prices (millions of US dollars),"24,216",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2019,GDP in current prices (millions of US dollars),"24,829",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2020,GDP in current prices (millions of US dollars),"23,619",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,1995,GDP per capita (US dollars),"1,410",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2005,GDP per capita (US dollars),"1,132",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2010,GDP per capita (US dollars),"1,949",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2015,GDP per capita (US dollars),"2,679",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2018,GDP per capita (US dollars),"2,814",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2019,GDP per capita (US dollars),"2,829",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2020,GDP per capita (US dollars),"2,640",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,1995,GDP in constant 2010 prices (millions of US dollars),"10,937",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2005,GDP in constant 2010 prices (millions of US dollars),"12,634",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2010,GDP in constant 2010 prices (millions of US dollars),"16,340",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2015,GDP in constant 2010 prices (millions of US dollars),"21,723",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2018,GDP in constant 2010 prices (millions of US dollars),"23,660",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2019,GDP in constant 2010 prices (millions of US dollars),"25,046",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2020,GDP in constant 2010 prices (millions of US dollars),"24,068",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,1995,GDP real rates of growth (percent),-3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2005,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2010,GDP real rates of growth (percent),10.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2015,GDP real rates of growth (percent),6.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2018,GDP real rates of growth (percent),-0.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2019,GDP real rates of growth (percent),5.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
598,Papua New Guinea,2020,GDP real rates of growth (percent),-3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,1995,GDP in current prices (millions of US dollars),"10,440",Does not incorporate export of binational hydroelectric power at market prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2005,GDP in current prices (millions of US dollars),"11,306",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2010,GDP in current prices (millions of US dollars),"27,261",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2015,GDP in current prices (millions of US dollars),"36,211",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2018,GDP in current prices (millions of US dollars),"40,225",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2019,GDP in current prices (millions of US dollars),"37,907",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2020,GDP in current prices (millions of US dollars),"35,304",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,1995,GDP per capita (US dollars),"2,186",Does not incorporate export of binational hydroelectric power at market prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2005,GDP per capita (US dollars),"1,941",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2010,GDP per capita (US dollars),"4,363",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2015,GDP per capita (US dollars),"5,414",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2018,GDP per capita (US dollars),"5,783",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2019,GDP per capita (US dollars),"5,381",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2020,GDP per capita (US dollars),"4,950",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,1995,GDP in constant 2010 prices (millions of US dollars),"17,720",Does not incorporate export of binational hydroelectric power at market prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2005,GDP in constant 2010 prices (millions of US dollars),"22,845",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2010,GDP in constant 2010 prices (millions of US dollars),"29,786",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2015,GDP in constant 2010 prices (millions of US dollars),"36,211",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2018,GDP in constant 2010 prices (millions of US dollars),"40,841",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2019,GDP in constant 2010 prices (millions of US dollars),"40,677",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2020,GDP in constant 2010 prices (millions of US dollars),"40,270",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,1995,GDP real rates of growth (percent),5.4,Does not incorporate export of binational hydroelectric power at market prices.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2005,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2010,GDP real rates of growth (percent),11.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2015,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2018,GDP real rates of growth (percent),3.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2019,GDP real rates of growth (percent),-0.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
600,Paraguay,2020,GDP real rates of growth (percent),-1.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,1995,GDP in current prices (millions of US dollars),"53,371",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2005,GDP in current prices (millions of US dollars),"76,080",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2010,GDP in current prices (millions of US dollars),"147,528",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2015,GDP in current prices (millions of US dollars),"189,803",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2018,GDP in current prices (millions of US dollars),"222,575",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2019,GDP in current prices (millions of US dollars),"228,473",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2020,GDP in current prices (millions of US dollars),"203,196",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,1995,GDP per capita (US dollars),"2,196",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2005,GDP per capita (US dollars),"2,730",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2010,GDP per capita (US dollars),"5,082",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2015,GDP per capita (US dollars),"6,229",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2018,GDP per capita (US dollars),"6,958",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2019,GDP per capita (US dollars),"7,028",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2020,GDP per capita (US dollars),"6,163",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,1995,GDP in constant 2010 prices (millions of US dollars),"76,918",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2005,GDP in constant 2010 prices (millions of US dollars),"107,772",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2010,GDP in constant 2010 prices (millions of US dollars),"150,299",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2015,GDP in constant 2010 prices (millions of US dollars),"189,803",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2018,GDP in constant 2010 prices (millions of US dollars),"210,305",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2019,GDP in constant 2010 prices (millions of US dollars),"214,940",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2020,GDP in constant 2010 prices (millions of US dollars),"190,977",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,1995,GDP real rates of growth (percent),7.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2005,GDP real rates of growth (percent),6.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2010,GDP real rates of growth (percent),8.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2015,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2018,GDP real rates of growth (percent),4.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2019,GDP real rates of growth (percent),2.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
604,Peru,2020,GDP real rates of growth (percent),-11.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,1995,GDP in current prices (millions of US dollars),"84,644",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2005,GDP in current prices (millions of US dollars),"107,420",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
